"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.395429380E-1,4.477569461E-1,9.722337723E0,-2.249253243E-1,9.735241573E0
7.420489790E-1,4.357928336E-1,9.712766647E0,-1.914258152E-1,9.724422614E0
7.445550210E-1,4.429712892E-1,9.748658180E0,-1.674975902E-1,9.760154472E0
7.470610630E-1,4.573282301E-1,9.782157898E0,-1.603191197E-1,9.794154607E0
7.495671040E-1,4.716851711E-1,9.798908234E0,-1.507478207E-1,9.811412456E0
7.520731460E-1,4.788636267E-1,9.789336205E0,-1.292124242E-1,9.801893161E0
7.545791880E-1,4.860421121E-1,9.779765129E0,-1.148554832E-1,9.792509111E0
7.570852290E-1,4.956133962E-1,9.767801285E0,-7.896314561E-2,9.780685546E0
7.595912710E-1,4.788636267E-1,9.758230209E0,-6.221338734E-2,9.770170812E0
7.620973130E-1,4.812564552E-1,9.758230209E0,-4.546362907E-2,9.770196085E0
7.646033540E-1,4.692923427E-1,9.772586823E0,-3.589234129E-2,9.783914184E0
7.671093960E-1,4.094717801E-1,9.765408516E0,-2.632104978E-2,9.774024934E0
7.696154380E-1,3.568296731E-1,9.758230209E0,-2.392822644E-3,9.764752427E0
7.721214790E-1,3.281157911E-1,9.739087105E0,6.221338734E-2,9.744811343E0
7.746275210E-1,3.161516786E-1,9.722337723E0,1.004985496E-1,9.727995818E0
7.771335630E-1,3.281157911E-1,9.715159416E0,1.172483116E-1,9.721405743E0
7.796396040E-1,3.496512175E-1,9.693623543E0,1.004985496E-1,9.700448099E0
7.821456460E-1,3.711866140E-1,9.700801849E0,9.571290761E-2,9.708372520E0
7.846516880E-1,4.022932947E-1,9.712766647E0,7.178468257E-2,9.721359415E0
7.871576770E-1,4.286143482E-1,9.700801849E0,7.896314561E-2,9.710587107E0
