"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.106038650E-1,6.798607111E-1,7.907680511E0,5.982954025E0,9.939283703E0
7.131099070E-1,6.631109715E-1,7.907680511E0,5.968596935E0,9.929515427E0
7.156160010E-1,6.535396576E-1,7.883752346E0,5.947061539E0,9.896878603E0
7.181220420E-1,6.415755749E-1,7.886145115E0,5.939883232E0,9.893690757E0
7.206280840E-1,6.272186637E-1,7.895716667E0,5.935097694E0,9.897531489E0
7.231341780E-1,6.200401783E-1,7.914859295E0,5.923133373E0,9.905198455E0
7.256402190E-1,6.080760360E-1,7.919644833E0,5.935097694E0,9.915438235E0
7.281463130E-1,6.128616929E-1,7.912466049E0,5.937490463E0,9.911433369E0
7.306523550E-1,6.248258352E-1,7.919644833E0,5.942276001E0,9.920777473E0
7.331583960E-1,6.296114326E-1,7.936394691E0,5.937490463E0,9.931594245E0
7.356644900E-1,6.439684033E-1,7.943572998E0,5.937490463E0,9.938251369E0
7.381705320E-1,6.535396576E-1,7.917252064E0,5.915955067E0,9.904974441E0
7.406765740E-1,6.296114326E-1,7.914859295E0,5.906383514E0,9.895795796E0
7.431826670E-1,6.343970895E-1,7.914859295E0,5.886941910E0,9.884510224E0
7.456887090E-1,6.200401783E-1,7.924430370E0,5.874977589E0,9.884149340E0
7.481947510E-1,6.104688644E-1,7.902894974E0,5.851049423E0,9.852065801E0
7.507008440E-1,6.080760360E-1,7.907680511E0,5.824728489E0,9.840153937E0
7.532068860E-1,6.128616929E-1,7.910073280E0,5.800800323E0,9.828231944E0
7.557129280E-1,6.104688644E-1,7.898109436E0,5.798407555E0,9.817043092E0
7.582190210E-1,6.272186637E-1,7.890930653E0,5.815157413E0,9.822232209E0
7.607250630E-1,6.415755749E-1,7.876574039E0,5.846263885E0,9.830098638E0
7.632311570E-1,6.535396576E-1,7.876574039E0,5.851049423E0,9.833733372E0
7.657371990E-1,6.822535396E-1,7.852645874E0,5.882156372E0,9.835104509E0
7.682432400E-1,7.061817646E-1,7.819146156E0,5.899205208E0,9.820303528E0
7.707493340E-1,7.468597889E-1,7.816753387E0,5.925526142E0,9.837240117E0
7.732553760E-1,7.683951855E-1,7.809575081E0,5.947061539E0,9.846188859E0
7.757614170E-1,8.018946648E-1,7.795217991E0,5.966204166E0,9.849063445E0
7.782675110E-1,8.282157183E-1,7.780860901E0,5.975775242E0,9.845690802E0
7.807735530E-1,8.811569214E-1,7.785646915E0,5.978168488E0,9.855517941E0
7.832795940E-1,9.026923180E-1,7.780860901E0,5.999703884E0,9.866767276E0
7.857856880E-1,9.385846853E-1,7.761718273E0,6.006882191E0,9.859403908E0
7.882917300E-1,9.577272534E-1,7.752147198E0,6.028417587E0,9.866855947E0
7.907977710E-1,9.792626500E-1,7.725826263E0,6.040381432E0,9.855635679E0
7.933038650E-1,9.840483069E-1,7.721040249E0,6.064310074E0,9.867049725E0
7.958099070E-1,9.625129104E-1,7.689933777E0,6.088238239E0,9.855361863E0
7.983159490E-1,9.577272534E-1,7.697112083E0,6.090631008E0,9.861975562E0
8.008220420E-1,9.409775138E-1,7.673183918E0,6.073881149E0,9.831338787E0
8.033280840E-1,9.122636318E-1,7.646862984E0,6.033203125E0,9.782958570E0
8.058341260E-1,8.931210637E-1,7.670791149E0,6.009274960E0,9.785197373E0
8.083402190E-1,8.596215248E-1,7.675576687E0,5.994917870E0,9.777140017E0
8.108462610E-1,8.476574421E-1,7.677969456E0,5.973382473E0,9.764785521E0
8.133523550E-1,8.401798606E-1,7.680362701E0,5.959025860E0,9.757246672E0
8.158583960E-1,8.066803217E-1,7.675576687E0,5.949454308E0,9.744804625E0
8.183644380E-1,8.018946648E-1,7.658827305E0,5.937490463E0,9.723911957E0
