"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.725354840E-1,1.363908947E-1,6.667600155E0,7.285247803E0,9.876757051E0
6.750415780E-1,1.052841991E-1,6.693921566E0,7.278069019E0,9.888880591E0
6.775476720E-1,8.135596663E-2,6.708278179E0,7.275676250E0,9.896619616E0
6.800537660E-1,6.939185411E-2,6.696314335E0,7.275676250E0,9.888422817E0
6.825598590E-1,5.024927482E-2,6.701099873E0,7.268497944E0,9.886269613E0
6.850660050E-1,5.024927482E-2,6.710670948E0,7.263712406E0,9.889244030E0
6.875720990E-1,5.264209956E-2,6.725028038E0,7.251748085E0,9.890228693E0
6.900781930E-1,4.546362907E-2,6.729813576E0,7.244569778E0,9.888187346E0
6.925842860E-1,4.546362907E-2,6.727420807E0,7.223034382E0,9.870789398E0
6.950903800E-1,6.221338734E-2,6.729813576E0,7.194320202E0,9.851522950E0
6.975964740E-1,6.221338734E-2,6.744170666E0,7.182356358E0,9.852611396E0
7.001026200E-1,6.460621208E-2,6.748956203E0,7.182356358E0,9.855903137E0
7.026087140E-1,6.460621208E-2,6.753741741E0,7.177570820E0,9.855695021E0
7.051148070E-1,6.221338734E-2,6.763313293E0,7.179963589E0,9.863982682E0
7.076209010E-1,9.092725813E-2,6.777669907E0,7.191927433E0,9.882757577E0
7.101269950E-1,1.196411327E-1,6.782455921E0,7.206284523E0,9.896795388E0
7.126330890E-1,1.172483116E-1,6.782455921E0,7.201498985E0,9.893282727E0
7.151392340E-1,1.435693651E-1,6.813562393E0,7.189534664E0,9.906293623E0
7.176453280E-1,1.531406492E-1,6.813562393E0,7.206284523E0,9.918599759E0
7.201514220E-1,1.435693651E-1,6.818347931E0,7.201498985E0,9.918269421E0
7.226575160E-1,1.435693651E-1,6.806384087E0,7.189534664E0,9.901357744E0
7.251636090E-1,1.507478207E-1,6.808776855E0,7.182356358E0,9.897899273E0
7.276697030E-1,1.531406492E-1,6.801598549E0,7.175177574E0,9.887788838E0
7.301758490E-1,1.770688742E-1,6.796812534E0,7.179963589E0,9.888371511E0
7.326819430E-1,1.674975902E-1,6.806384087E0,7.177570820E0,9.893050220E0
7.351880360E-1,1.627119333E-1,6.825526714E0,7.158428192E0,9.892289133E0
7.376941300E-1,1.459621787E-1,6.842276573E0,7.172784805E0,9.913974759E0
7.402002240E-1,1.483550072E-1,6.854240417E0,7.172784805E0,9.922271049E0
7.427063180E-1,1.698904037E-1,6.842276573E0,7.165606499E0,9.909163837E0
7.452124640E-1,1.866401732E-1,6.861418724E0,7.182356358E0,9.934794628E0
7.477185570E-1,1.794617027E-1,6.885347366E0,7.199106216E0,9.963299914E0
7.502246510E-1,2.057827413E-1,6.890132904E0,7.208677292E0,9.974031596E0
7.527307450E-1,2.057827413E-1,6.892525673E0,7.223034382E0,9.986064408E0
7.552368390E-1,2.344966233E-1,6.904489517E0,7.227819920E0,9.998417122E0
7.577429320E-1,2.416750938E-1,6.906882763E0,7.227819920E0,1.000024085E1
7.602490780E-1,2.368894368E-1,6.890132904E0,7.225427151E0,9.986833610E0
7.627551720E-1,2.416750938E-1,6.887740135E0,7.230212688E0,9.988761011E0
