"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.098762010E-1,7.995018363E-1,9.404091835E0,2.324627161E0,9.720084252E0
7.123822950E-1,8.282157183E-1,9.413662910E0,2.329412937E0,9.732890388E0
7.148883360E-1,8.811569214E-1,9.413662910E0,2.327019930E0,9.736966091E0
7.173944300E-1,9.361918569E-1,9.430413246E0,2.338984251E0,9.761147295E0
7.199004720E-1,9.792626500E-1,9.471091270E0,2.338984251E0,9.804660755E0
7.224065650E-1,1.022333503E0,9.475876808E0,2.334198475E0,9.812537368E0
7.249126070E-1,1.055832982E0,9.478269577E0,2.329412937E0,9.817257361E0
7.274187010E-1,1.086939692E0,9.490233421E0,2.331805706E0,9.832765945E0
7.299247420E-1,1.098903775E0,9.490233421E0,2.336591244E0,9.835231494E0
7.324308360E-1,1.089332461E0,9.490233421E0,2.322234392E0,9.830765391E0
7.349368780E-1,1.074975610E0,9.490233421E0,2.315055847E0,9.827491365E0
7.374429720E-1,1.043868899E0,9.492626190E0,2.312663078E0,9.825885445E0
7.399490130E-1,1.017547846E0,9.487840652E0,2.298306227E0,9.815127884E0
7.424551070E-1,9.888339639E-1,9.483055115E0,2.281556368E0,9.803653726E0
7.449611490E-1,9.672985673E-1,9.454340935E0,2.264806747E0,9.769830021E0
7.474671900E-1,9.696913958E-1,9.432806015E0,2.238485575E0,9.743148792E0
7.499732840E-1,9.768698215E-1,9.420842171E0,2.250449657E0,9.735043170E0
7.524793260E-1,9.577272534E-1,9.416056633E0,2.252842426E0,9.729062802E0
7.549854200E-1,9.337990284E-1,9.399306297E0,2.262413740E0,9.712747059E0
7.574914610E-1,9.194421172E-1,9.396913528E0,2.245664120E0,9.705172075E0
7.599975550E-1,9.026923180E-1,9.380164146E0,2.236092806E0,9.685166177E0
7.625035970E-1,8.955138922E-1,9.396913528E0,2.252842426E0,9.704598291E0
7.650096900E-1,9.170492887E-1,9.408877373E0,2.245664120E0,9.716530253E0
7.675157320E-1,9.361918569E-1,9.425627708E0,2.250449657E0,9.735678536E0
7.700218260E-1,9.577272534E-1,9.413662910E0,2.271985054E0,9.731197612E0
7.725278670E-1,9.625129104E-1,9.428020477E0,2.307877541E0,9.753988926E0
7.750339610E-1,9.696913958E-1,9.454340935E0,2.327019930E0,9.784676064E0
7.775400030E-1,9.696913958E-1,9.468698502E0,2.360519648E0,9.806559321E0
7.800460970E-1,9.529415965E-1,9.466305733E0,2.384447813E0,9.808396061E0
7.825521380E-1,9.194421172E-1,9.461520195E0,2.405983210E0,9.805839761E0
7.850581800E-1,9.050851464E-1,9.454340935E0,2.415554523E0,9.799930882E0
7.875642740E-1,8.763712645E-1,9.449555397E0,2.437089920E0,9.798037103E0
7.900703150E-1,8.787640929E-1,9.423234940E0,2.484946251E0,9.784913946E0
7.925764090E-1,8.883354068E-1,9.399306297E0,2.501696110E0,9.767015004E0
7.950824510E-1,8.763712645E-1,9.382556915E0,2.475374937E0,9.743094064E0
7.975885450E-1,8.620143533E-1,9.356235504E0,2.465803623E0,9.714031041E0
8.000945860E-1,8.907282352E-1,9.351449966E0,2.477767944E0,9.715057758E0
8.026006800E-1,8.787640929E-1,9.334700584E0,2.506481647E0,9.705220841E0
8.051067220E-1,8.931210637E-1,9.334700584E0,2.516052961E0,9.709007299E0
8.076128150E-1,9.050851464E-1,9.337093353E0,2.525923491E0,9.714977143E0
8.101188570E-1,8.859425783E-1,9.375378609E0,2.506481647E0,9.745002235E0
8.126249510E-1,8.500502706E-1,9.435198784E0,2.475374937E0,9.791478062E0
8.151309920E-1,8.377870321E-1,9.463912964E0,2.484946251E0,9.820513916E0
8.176370340E-1,7.923234105E-1,9.487840652E0,2.480160713E0,9.838602228E0
8.201431280E-1,7.277171612E-1,9.509376526E0,2.501696110E0,9.859832534E0
8.226491700E-1,6.942176819E-1,9.530911446E0,2.496910334E0,9.876981947E0
8.251552630E-1,6.535396576E-1,9.550054550E0,2.494517565E0,9.892081372E0
8.276613050E-1,6.008976102E-1,9.530911446E0,2.492124796E0,9.869652320E0
8.301673990E-1,5.745765567E-1,9.502198219E0,2.470589399E0,9.834923548E0
