Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),magnitude
10.6002686,15.1594286,8.932407379,-1.278365493,17.64172314,
10.60277464,15.18814278,7.929215908,-1.438983679,17.19368547,
10.60528063,15.04935932,7.306783199,-1.850549221,16.83142386,
10.60778662,14.8265276,7.067500591,-2.415554523,16.60151767,
10.61029261,14.52742481,7.244569778,-2.870489836,16.48543523,
10.6127986,14.0485611,7.711469173,-2.803490877,16.26924666,
10.61530459,13.36630726,8.14726162,-2.963809967,15.93173597,
10.61781058,12.54497051,8.192725182,-3.821038723,15.46277362,
10.62031657,11.68564892,7.756932735,-5.855835438,15.19918435,
10.62282256,10.68485069,6.897311211,-7.795217991,14.91658003,
10.6253286,9.74865818,5.865406513,-8.985049248,14.49725629,
10.62783459,9.142974854,5.130510807,-9.906884193,14.42437121,
10.63034058,8.810373306,4.941477776,-11.06321526,14.98117526,
10.63284657,8.451150894,5.365306377,-12.19083309,15.77418383,
10.63535256,7.960322857,6.372983932,-12.83480167,16.39249213,
10.63785855,7.325925827,7.735397339,-12.9329071,16.756063,
10.64036454,6.610172749,9.013762474,-12.38704491,16.68475889,
10.64287053,5.865406513,9.758230209,-11.50110245,16.18336825,
10.64537652,5.427519798,9.945169449,-10.35673428,15.35012415,
10.6478825,5.36052084,9.684052467,-8.927620888,14.22035409,
10.65038855,5.647659779,9.270093918,-7.306783199,13.08509774,
10.65289454,6.217450619,9.133403778,-5.671587944,12.41944711,
10.65540053,6.985845566,9.305986404,-4.177569389,12.36347472,
10.65790652,7.845467091,9.717552185,-2.894418001,12.82028977,
10.6604125,8.604290962,10.11266708,-1.829013824,13.40317687,
10.66291849,9.102297783,10.4096756,-1.055832982,13.86823544,
10.66542448,9.284450531,10.55563831,-0.5458626747,14.06842166,
10.66793047,9.035298347,10.58913708,-0.2368894368,13.92201698,
10.67043646,8.321938515,10.4790678,-0.09092725813,13.38184555,
10.6729425,7.194320202,10.32323551,-0.08135596663,12.583086,
10.67544849,5.80797863,10.07198906,-0.1555334777,11.6276296,
10.67795448,4.388436794,9.803693771,-0.399900496,10.74852127,
10.68046047,3.136392355,9.566803932,-0.8401798606,10.10280143,
10.68296646,2.109273195,9.337093353,-1.374078393,9.670493117,
10.68547245,1.340578914,9.121439934,-1.80508554,9.394474551,
10.68797844,0.8282157183,8.867800713,-1.886441588,9.10398224,
10.69048443,0.5602195859,8.635397911,-1.680658817,8.815245721,
10.69299042,0.5171487927,8.618648529,-1.51555407,8.766153631,
10.69549641,0.5602195859,8.736195564,-1.347757339,8.857279987,
