"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.985049043E2,9.826181456E-3,2.719773911E-2,2.270139568E-2
1.985148393E2,8.684750646E-3,2.633327432E-2,2.645059302E-2
1.985247752E2,7.310564630E-3,2.828693762E-2,2.555365860E-2
1.985347102E2,5.143816583E-3,2.755989507E-2,2.373525314E-2
1.985446452E2,2.921495587E-3,2.288605832E-2,2.625864744E-2
1.985545812E2,2.204572782E-3,2.060319670E-2,2.237708867E-2
1.985645162E2,-2.486979589E-3,1.408055238E-2,2.217129990E-2
1.985744513E2,-3.496317193E-3,3.398347180E-3,2.147461660E-2
1.985843873E2,-5.991950631E-3,-1.458284911E-3,1.876383834E-2
1.985943222E2,-8.957913145E-3,-6.318820175E-3,1.864452846E-2
1.986042572E2,-1.059155818E-2,-9.422631934E-3,2.203637920E-2
1.986141932E2,-1.203126367E-2,-1.430500485E-2,2.164116502E-2
1.986241282E2,-1.046049967E-2,-2.193541266E-2,2.178268880E-2
1.986340633E2,-1.084505953E-2,-2.609660104E-2,2.000343055E-2
1.986439993E2,-1.344178990E-2,-3.319596499E-2,2.094714530E-2
1.986539343E2,-1.631028205E-2,-3.654861823E-2,1.562721469E-2
1.986638702E2,-1.184325013E-2,-3.773200139E-2,1.325485297E-2
1.986738052E2,-1.417378243E-2,-4.408150911E-2,1.021245774E-2
1.986837402E2,-1.558758132E-2,-3.720352799E-2,8.020132780E-3
1.986936762E2,-1.230124012E-2,-2.382194251E-2,4.840318114E-3
1.987036113E2,-6.819307804E-3,-6.294309627E-3,7.553841919E-3
1.987135463E2,-2.335609868E-3,1.433187351E-2,8.572766557E-3
1.987234823E2,-2.422220074E-3,3.437409550E-2,1.146209426E-2
1.987334172E2,-3.302394412E-3,5.095440522E-2,1.362404786E-2
1.987433522E2,-9.976389818E-3,7.346545160E-2,1.464736555E-2
1.987532882E2,-1.289548073E-2,8.850219101E-2,1.544764545E-2
1.987632232E2,-1.987773553E-2,1.066547036E-1,1.842939295E-2
1.987731593E2,-2.701420709E-2,1.193835512E-1,2.274664491E-2
1.987830943E2,-2.679419704E-2,1.212560982E-1,2.131769992E-2
1.987930292E2,-3.162517399E-2,1.176352650E-1,2.031901479E-2
1.988029652E2,-3.052225336E-2,1.115008593E-1,1.697738096E-2
1.988129002E2,-2.677359059E-2,1.116686389E-1,1.303110924E-2
1.988228352E2,-2.660250291E-2,1.121025905E-1,1.188992895E-2
1.988327712E2,-2.322987840E-2,1.111859307E-1,1.154931076E-2
1.988427063E2,-2.456955984E-2,9.860293567E-2,1.236743107E-2
1.988526413E2,-2.572004497E-2,8.447886258E-2,1.240764465E-2
1.988625772E2,-2.263857238E-2,6.815514714E-2,1.266653184E-2
1.988725122E2,-2.132510208E-2,4.897160083E-2,1.330675557E-2
1.988824482E2,-1.888698339E-2,3.063843027E-2,6.641910411E-3
1.988923832E2,-2.281887457E-2,1.210788917E-2,3.982210997E-3
1.989023183E2,-2.456376702E-2,8.425208740E-3,8.945788722E-4
1.989122543E2,-2.191738412E-2,7.897635922E-3,1.068216981E-3
1.989221893E2,-1.695506647E-2,1.329318993E-2,2.017799299E-3
1.989321242E2,-1.668661833E-2,1.684105210E-2,3.015952185E-3
1.989420602E2,-1.098267920E-2,2.271394804E-2,1.864079852E-3
1.989519952E2,-7.888618857E-3,2.946080267E-2,-2.157293493E-3
1.989619302E2,-4.585796967E-3,3.321364522E-2,-7.115737535E-4
1.989718663E2,-3.047287464E-3,3.451300040E-2,1.126748975E-4
1.989818013E2,-2.289488912E-4,3.567116708E-2,3.294311464E-4
1.989917362E2,-1.765858382E-3,3.797347099E-2,4.548660945E-4
1.990016722E2,-4.072364420E-3,4.278386757E-2,-3.254717682E-3
1.990116072E2,-2.773275599E-3,3.383777663E-2,-3.043795004E-3
1.990215422E2,-2.221412957E-3,2.360983565E-2,-2.688061213E-3
1.990314782E2,-2.771621570E-3,1.421899628E-2,-2.133591333E-3
1.990414133E2,-7.303133607E-4,6.716902368E-3,5.833471660E-4
1.990513493E2,-2.064695582E-4,2.283272333E-3,2.667803317E-3
1.990612842E2,-1.941020600E-3,7.625788450E-3,4.512446467E-3
1.990712192E2,-2.414797433E-3,1.618571952E-2,5.730842706E-3
1.990811552E2,2.907430753E-4,2.365966700E-2,1.142587513E-2
1.990910902E2,-4.964871332E-4,2.925550193E-2,1.037765481E-2
1.991010252E2,2.714834176E-3,2.616893686E-2,7.521177642E-3
1.991109613E2,5.472270772E-3,2.077044174E-2,8.513471112E-3
1.991208963E2,3.935169429E-3,1.141163521E-2,4.374772776E-3
1.991308312E2,6.050252356E-3,1.131309755E-2,3.314568428E-3
1.991407672E2,6.393638439E-3,7.841318846E-3,2.152197063E-3
1.991507022E2,7.169949822E-3,4.386133980E-3,2.670448273E-3
1.991606382E2,8.208910003E-3,-3.396524116E-3,6.661082152E-4
1.991705732E2,7.857372984E-3,-7.239465602E-3,-1.642852556E-3
1.991805083E2,5.780629814E-3,-2.131208032E-2,-3.229600843E-3
1.991904443E2,7.110878825E-3,-2.627887577E-2,-6.491440814E-3
1.992003792E2,7.655945607E-3,-3.746818751E-2,-6.553786807E-3
1.992103142E2,9.135864675E-3,-4.102670029E-2,-1.340396889E-2
1.992202502E2,1.052391902E-2,-5.207944661E-2,-1.069601253E-2
1.992301852E2,7.592311129E-3,-5.936319008E-2,-1.119322516E-2
1.992401203E2,9.493845515E-3,-6.661359221E-2,-1.617640257E-2
1.992500563E2,1.176206023E-2,-6.307185441E-2,-1.507119182E-2
1.992599913E2,1.045679674E-2,-6.299567968E-2,-1.194320712E-2
1.992699262E2,1.441851538E-2,-7.057956606E-2,-1.337998174E-2
1.992798622E2,1.613607630E-2,-6.733848900E-2,-1.370377652E-2
1.992897972E2,1.968313940E-2,-6.609931588E-2,-1.261241175E-2
1.992997332E2,2.184211835E-2,-6.441432983E-2,-1.347570866E-2
1.993096683E2,2.066287026E-2,-6.706630439E-2,-1.363975927E-2
1.993196033E2,1.997040771E-2,-7.033482194E-2,-1.340448298E-2
1.993295393E2,2.157842368E-2,-7.585235685E-2,-1.725248434E-2
1.993394742E2,2.136351727E-2,-7.593977451E-2,-1.764792763E-2
1.993494092E2,1.749687269E-2,-7.574802637E-2,-1.888283528E-2
1.993593452E2,1.602709107E-2,-7.662882656E-2,-2.212890796E-2
1.993692802E2,9.526846930E-3,-7.903605700E-2,-2.329830267E-2
1.993792153E2,9.618490934E-3,-8.692692220E-2,-2.756564133E-2
1.993891513E2,8.627529256E-3,-9.319387376E-2,-2.710997500E-2
1.993990862E2,6.604380906E-3,-1.044846773E-1,-2.924242988E-2
1.994090212E2,6.406242028E-3,-1.062727273E-1,-3.625826165E-2
1.994189572E2,4.889478907E-3,-1.106339023E-1,-3.789750487E-2
1.994288922E2,9.922054596E-3,-1.016401350E-1,-4.017450660E-2
1.994388282E2,1.287770830E-2,-9.664184600E-2,-4.245016351E-2
1.994487633E2,1.546470262E-2,-8.997675031E-2,-4.468083009E-2
1.994586983E2,2.059201524E-2,-7.722271234E-2,-4.469759762E-2
1.994686340E2,2.251162194E-2,-7.008357346E-2,-3.959764540E-2
1.994785690E2,2.255633660E-2,-6.254959852E-2,-3.874206543E-2
1.994885040E2,2.377393469E-2,-5.616387725E-2,-3.385569900E-2
1.994984400E2,2.487800270E-2,-4.870469868E-2,-3.067908436E-2
1.995083750E2,2.286971360E-2,-4.061641172E-2,-2.545049973E-2
1.995183100E2,2.125615254E-2,-3.407836333E-2,-2.375417016E-2
1.995282460E2,2.322795615E-2,-3.049348108E-2,-1.967979968E-2
1.995381810E2,2.565613389E-2,-2.648141049E-2,-1.792335138E-2
1.995481170E2,2.284143865E-2,-3.423333913E-2,-1.957530901E-2
1.995580520E2,2.439511195E-2,-3.852652758E-2,-2.068483829E-2
1.995679870E2,2.363557741E-2,-4.232872277E-2,-2.098737285E-2
1.995779230E2,2.340049669E-2,-4.566372931E-2,-1.963143982E-2
1.995878580E2,2.561757714E-2,-4.847629368E-2,-1.847189851E-2
1.995977930E2,2.024977840E-2,-4.812009260E-2,-2.042162791E-2
1.996077290E2,1.889635995E-2,-4.667958990E-2,-1.937580481E-2
1.996176640E2,1.663406193E-2,-4.989010468E-2,-2.189868130E-2
1.996275990E2,1.654750854E-2,-5.453758687E-2,-2.140413225E-2
1.996375350E2,1.470033545E-2,-5.646807700E-2,-1.897321828E-2
1.996474700E2,1.555574313E-2,-6.270999461E-2,-1.914179698E-2
1.996574050E2,1.382621937E-2,-6.634427607E-2,-1.997240819E-2
1.996673410E2,1.002056152E-2,-6.138094515E-2,-2.326886915E-2
1.996772760E2,1.040704362E-2,-6.346147507E-2,-1.935648173E-2
1.996872120E2,1.041609794E-2,-6.077754498E-2,-1.625230163E-2
1.996971470E2,1.079693995E-2,-5.632906035E-2,-1.407806203E-2
1.997070820E2,9.381736629E-3,-5.493436381E-2,-1.267324388E-2
1.997170180E2,7.851186208E-3,-5.439622328E-2,-1.093590818E-2
1.997269530E2,8.735354990E-3,-5.211575702E-2,-1.219052263E-2
1.997368880E2,5.944065750E-3,-4.589149728E-2,-7.046204992E-3
1.997468240E2,9.221085347E-3,-4.370211437E-2,-9.576207958E-3
1.997567590E2,8.339333348E-3,-4.092908651E-2,-7.671974599E-3
1.997666940E2,8.181408048E-3,-3.032224998E-2,-6.601117551E-3
1.997766300E2,7.846429013E-3,-2.134687454E-2,-3.140174085E-3
1.997865650E2,6.404593587E-3,-1.335845701E-2,1.493992517E-3
1.997965000E2,6.224182434E-3,-5.620765034E-3,2.656591823E-3
1.998064360E2,4.638270475E-3,6.383433472E-3,1.028361917E-2
1.998163710E2,7.425356191E-3,1.733702421E-2,1.339130662E-2
1.998263070E2,4.366182722E-3,1.544937771E-2,1.609947532E-2
1.998362420E2,4.129940644E-3,1.793263108E-2,1.375821605E-2
1.998461770E2,2.741901204E-3,2.536178567E-2,1.610952057E-2
1.998561130E2,2.263879403E-3,2.950237691E-2,1.841081306E-2
1.998660480E2,3.235932440E-3,3.326622024E-2,1.791679673E-2
1.998759830E2,4.356633872E-5,3.111966327E-2,1.752678305E-2
1.998859190E2,-3.811891191E-3,2.952602878E-2,1.851454936E-2
1.998958540E2,-7.449528202E-3,1.668654941E-2,1.973178796E-2
1.999057890E2,-9.323861450E-3,8.395062760E-3,1.544702798E-2
1.999157250E2,-1.148973871E-2,7.875582203E-3,1.513995603E-2
1.999256600E2,-7.802325301E-3,1.373986341E-2,1.393993571E-2
1.999355950E2,-3.228973597E-3,2.320475876E-2,1.274224930E-2
1.999455310E2,-5.639484152E-4,2.335975505E-2,1.301016286E-2
1.999554660E2,-1.313910820E-3,2.232707106E-2,1.507991739E-2
1.999654020E2,5.937116221E-4,1.997230388E-2,1.491426863E-2
1.999753370E2,1.025003381E-3,2.146746404E-2,1.901997067E-2
1.999852720E2,2.647933550E-3,3.429484740E-2,1.959041879E-2
1.999952080E2,3.192268312E-3,5.269871280E-2,2.257816494E-2
2.000051430E2,3.134477884E-3,5.039694160E-2,2.369855717E-2
2.000150780E2,-1.588018611E-3,4.781288654E-2,2.209351771E-2
2.000250140E2,-2.818666399E-3,4.233023897E-2,2.146714181E-2
2.000349490E2,-1.417193562E-3,4.315724224E-2,2.082132362E-2
2.000448840E2,-1.573255286E-3,4.629870504E-2,1.885271445E-2
2.000548200E2,-9.721741080E-4,4.643183574E-2,1.816697046E-2
2.000647550E2,-4.651080817E-4,3.729506209E-2,2.216810361E-2
2.000746900E2,5.465894938E-4,2.696833760E-2,1.996420883E-2
2.000846260E2,-2.068368718E-3,2.414698526E-2,2.041161992E-2
2.000945610E2,-2.263499424E-3,2.531991154E-2,2.116876468E-2
2.001044960E2,-5.179926753E-3,3.662156686E-2,1.842970401E-2
2.001144320E2,-7.644457743E-3,3.536320478E-2,1.737148315E-2
2.001243670E2,-6.714748219E-3,3.219031543E-2,1.733819395E-2
2.001343030E2,-8.324520662E-3,2.446623333E-2,1.619954593E-2
2.001442380E2,-1.240262017E-2,2.299270779E-2,1.723205298E-2
2.001541730E2,-7.521424443E-3,1.830329187E-2,1.859571971E-2
2.001641090E2,-6.120868027E-3,1.128772646E-2,1.956777461E-2
2.001740440E2,-1.024531573E-2,1.412751712E-2,1.906892657E-2
2.001839790E2,-1.160459220E-2,1.705140248E-2,1.793468744E-2
2.001939150E2,-1.062288694E-2,2.214349806E-2,1.988862082E-2
2.002038500E2,-9.600499645E-3,2.126731724E-2,1.773438975E-2
2.002137850E2,-1.246250421E-2,2.138900384E-2,2.008309774E-2
2.002237210E2,-1.245877706E-2,1.823874936E-2,1.975499652E-2
2.002336560E2,-1.059111208E-2,1.302806940E-2,1.790113188E-2
2.002435910E2,-8.263243362E-3,9.823755361E-3,1.707528718E-2
2.002535270E2,-1.029660646E-2,7.348326966E-3,1.499867067E-2
2.002634620E2,-8.257691748E-3,6.781606004E-3,1.359811425E-2
2.002733980E2,-7.400701754E-3,5.978489295E-3,1.250563096E-2
2.002833330E2,-6.324517541E-3,7.760410197E-3,1.209204178E-2
2.002932680E2,-5.176234990E-3,9.963542223E-3,1.175649278E-2
2.003032040E2,-2.687243745E-3,1.425602473E-2,1.546201576E-2
2.003131390E2,-1.685516909E-3,1.917740144E-2,1.331351604E-2
2.003230740E2,-4.439512268E-4,2.115905844E-2,1.503684744E-2
2.003330100E2,-3.884145990E-4,1.750993729E-2,1.590646058E-2
2.003429450E2,-4.692349583E-3,1.748596877E-2,1.283050887E-2
2.003528800E2,-2.565414645E-3,2.643312328E-2,1.427175850E-2
2.003628160E2,-4.817582667E-4,3.141882643E-2,1.318545546E-2
2.003727510E2,-4.515959881E-3,3.040470555E-2,1.176475827E-2
2.003826860E2,-9.929633699E-3,2.565149590E-2,1.083424874E-2
2.003926220E2,-9.568488225E-3,1.836176775E-2,1.101195626E-2
2.004025570E2,-1.086331718E-2,1.431536116E-2,1.256804168E-2
2.004124930E2,-1.050442643E-2,2.136808354E-3,1.037615817E-2
2.004224280E2,-8.706793189E-3,-1.130043715E-2,7.156929001E-3
2.004323630E2,-1.070302073E-2,-1.366551965E-2,1.269487897E-3
2.004422990E2,-1.177707408E-2,-1.766185835E-2,-1.712453319E-3
2.004522340E2,-1.046119444E-2,-1.591195725E-2,-3.326558508E-3
2.004621690E2,-1.312435605E-2,-1.143305283E-2,-1.431719400E-3
2.004721045E2,-1.107036322E-2,-9.497918189E-3,3.358141286E-3
2.004820395E2,-9.140104055E-3,-3.438427346E-3,5.508909933E-3
2.004919745E2,-4.464648664E-3,-3.524180502E-4,1.151970029E-2
2.005019105E2,-3.788266331E-4,9.927446954E-4,1.335941255E-2
2.005118455E2,3.019394353E-4,3.473110963E-3,1.291222125E-2
2.005217805E2,5.217602476E-3,8.537111804E-3,1.359585486E-2
2.005317165E2,5.513206124E-3,1.948859170E-2,1.166957244E-2
2.005416515E2,5.967449397E-4,2.692627162E-2,1.308451034E-2
2.005515875E2,1.413076185E-3,3.033867851E-2,1.404989883E-2
2.005615225E2,4.729805514E-4,2.936422825E-2,1.145731099E-2
2.005714575E2,2.570445649E-3,2.497691661E-2,8.568964899E-3
2.005813935E2,2.780303359E-3,1.873553172E-2,9.182024747E-3
2.005913285E2,4.493815824E-3,1.460075937E-2,9.920914657E-3
2.006012635E2,2.933203243E-3,1.306890883E-2,1.051426679E-2
2.006111995E2,4.736669362E-4,9.075879119E-3,1.040682103E-2
2.006211345E2,-1.862191595E-3,8.204760030E-3,1.079537626E-2
2.006310695E2,-4.457176663E-3,5.396722816E-3,9.684039280E-3
2.006410055E2,-3.633993678E-3,-1.413512975E-3,6.409149617E-3
2.006509405E2,-2.915206365E-3,-1.899806317E-3,1.008777414E-2
2.006608755E2,-1.149530523E-3,-5.962724797E-3,1.394989062E-2
2.006708115E2,-9.945770726E-4,-5.814407486E-3,1.155769359E-2
2.006807465E2,-2.816445194E-3,-6.981138140E-3,6.813804153E-3
2.006906815E2,2.855854109E-3,-1.129026525E-3,7.401673589E-3
2.007006175E2,3.958403133E-3,-4.421970807E-4,7.785701193E-3
2.007105525E2,-5.188062787E-4,4.431602545E-3,8.571949787E-3
2.007204885E2,-1.227296889E-5,9.042599238E-3,8.475543000E-3
2.007304235E2,3.852466121E-3,9.999454021E-3,7.417321671E-3
2.007403585E2,7.112668827E-4,1.046124659E-2,1.013774052E-2
2.007502945E2,1.814056188E-3,7.919944823E-3,7.668365724E-3
2.007602295E2,4.736076109E-3,1.053756475E-2,1.309162751E-2
2.007701645E2,3.528897651E-3,1.014669426E-2,9.183282033E-3
2.007801005E2,3.552865237E-3,1.073152572E-2,8.144382387E-3
2.007900355E2,3.474250436E-3,1.616334915E-2,6.900236942E-3
2.007999705E2,9.735422209E-4,2.014317736E-2,8.226224221E-3
2.008099065E2,-7.176958025E-5,2.851148695E-2,6.600026041E-3
2.008198415E2,6.960202008E-4,2.992242947E-2,5.768054165E-3
2.008297765E2,-1.990715042E-3,3.122447804E-2,8.485737257E-3
2.008397125E2,-5.306351930E-3,2.791949362E-2,1.140988804E-2
2.008496475E2,-7.850846276E-3,2.867650986E-2,1.122199651E-2
2.008595835E2,-8.051116019E-3,2.925308421E-2,1.096366998E-2
2.008695185E2,-1.143618952E-2,3.121726587E-2,8.670412935E-3
2.008794535E2,-1.101620775E-2,3.607327491E-2,8.975877427E-3
2.008893895E2,-1.283785328E-2,3.901551664E-2,4.850759637E-3
2.008993245E2,-1.859959960E-2,3.490439057E-2,3.219307167E-3
2.009092595E2,-2.325629815E-2,2.422766760E-2,1.059931517E-2
2.009191955E2,-2.645848319E-2,2.058339491E-2,1.050424017E-2
2.009291305E2,-3.326137364E-2,1.660451293E-2,1.140185166E-2
2.009390655E2,-3.770512342E-2,1.828816161E-2,7.119221613E-3
2.009490015E2,-4.593738914E-2,2.689491399E-2,7.243409753E-3
2.009589365E2,-5.010976270E-2,3.087048046E-2,2.940540668E-3
2.009688715E2,-5.072529614E-2,2.703359723E-2,-9.311737958E-4
2.009788075E2,-5.231680721E-2,1.926382259E-2,-3.210307332E-3
2.009887425E2,-5.109677836E-2,6.403765641E-3,-5.111959763E-3
2.009986775E2,-4.736222699E-2,-4.926120862E-3,-5.784408189E-3
2.010086135E2,-5.042007938E-2,-1.063451357E-2,-9.401569143E-3
2.010185485E2,-4.475606978E-2,-1.142653823E-2,-1.050518267E-2
2.010284845E2,-4.466421902E-2,-3.861675505E-3,-1.362596639E-2
2.010384195E2,-4.316619039E-2,-1.377745066E-3,-1.719433628E-2
2.010483545E2,-4.356797412E-2,-5.366352387E-3,-2.204789966E-2
2.010582905E2,-3.805629537E-2,-1.094088145E-2,-2.506818995E-2
2.010682255E2,-3.651538491E-2,-1.934934035E-2,-2.782798931E-2
2.010781605E2,-3.263328969E-2,-3.439699858E-2,-3.147066012E-2
2.010880965E2,-3.096815199E-2,-4.060402885E-2,-3.047618084E-2
2.010980315E2,-2.330037579E-2,-4.520517215E-2,-3.281869739E-2
2.011079665E2,-2.698795870E-2,-4.579884186E-2,-3.124788031E-2
2.011179025E2,-2.411733940E-2,-4.295591637E-2,-2.894105017E-2
2.011278375E2,-2.074605972E-2,-4.505276680E-2,-2.776693925E-2
2.011377725E2,-1.462851372E-2,-4.332996905E-2,-2.744336426E-2
2.011477085E2,-1.298479177E-2,-4.527979344E-2,-2.997089550E-2
2.011576435E2,-9.166086093E-3,-5.436196923E-2,-3.097384423E-2
2.011675785E2,-5.010227673E-3,-5.968586728E-2,-3.511374816E-2
2.011775145E2,-5.152706988E-3,-5.862246454E-2,-3.762910143E-2
2.011874495E2,-2.633038908E-3,-5.653458834E-2,-3.824676946E-2
2.011973855E2,1.855453476E-3,-4.665053263E-2,-3.694128618E-2
2.012073205E2,3.997608088E-3,-3.331553191E-2,-3.716905415E-2
2.012172555E2,6.350510754E-3,-2.297607251E-2,-3.115563467E-2
2.012271915E2,6.818203256E-3,-1.477990858E-2,-3.071873076E-2
2.012371265E2,6.988911424E-3,-1.175322663E-2,-2.440011501E-2
2.012470615E2,1.090822369E-2,-1.399443951E-2,-2.474574931E-2
2.012569975E2,5.603206344E-3,-9.608479217E-3,-2.247700095E-2
2.012669325E2,6.852794439E-3,-5.756668281E-3,-1.958230138E-2
2.012768675E2,4.404017702E-3,-5.454133265E-3,-1.938895695E-2
2.012868035E2,3.438062035E-3,-1.596121490E-2,-1.847904548E-2
2.012967385E2,2.101954073E-3,-1.567572355E-2,-1.995097473E-2
2.013066735E2,3.456262872E-3,-2.413554490E-2,-1.721530966E-2
2.013166095E2,5.462954752E-3,-2.673904970E-2,-1.853037812E-2
2.013265445E2,3.336425871E-3,-3.172531724E-2,-1.992505789E-2
2.013364795E2,4.228319041E-3,-3.691608459E-2,-2.004889399E-2
2.013464155E2,7.143349852E-3,-3.950320929E-2,-2.110268176E-2
2.013563505E2,7.255468518E-3,-5.185867846E-2,-2.509023249E-2
2.013662865E2,5.663133226E-3,-5.884316936E-2,-2.398299985E-2
2.013762215E2,8.949207142E-3,-5.717869475E-2,-2.552443743E-2
2.013861565E2,9.985715151E-3,-5.475045368E-2,-2.632017247E-2
2.013960925E2,1.366913226E-2,-4.902758449E-2,-3.149655834E-2
2.014060275E2,1.342309359E-2,-4.515290260E-2,-3.013582155E-2
2.014159625E2,9.314902127E-3,-4.991623387E-2,-3.166554123E-2
2.014258985E2,1.113466453E-2,-4.903993756E-2,-2.678200975E-2
2.014358335E2,1.309368573E-2,-5.522193387E-2,-2.427730709E-2
2.014457685E2,1.089017652E-2,-6.115220115E-2,-2.630267665E-2
2.014557045E2,8.733814582E-3,-5.893698335E-2,-2.732426487E-2
2.014656395E2,9.904781356E-3,-5.886332691E-2,-2.812463790E-2
2.014755757E2,8.910889737E-3,-5.581294000E-2,-2.862478048E-2
2.014855117E2,7.669881918E-3,-5.131075531E-2,-3.074083291E-2
2.014954467E2,7.036049385E-3,-4.444166645E-2,-2.641532756E-2
2.015053827E2,4.730483517E-3,-3.915515542E-2,-2.414549142E-2
2.015153177E2,5.145937204E-3,-3.323441744E-2,-1.900905184E-2
2.015252527E2,8.560668677E-3,-1.969399303E-2,-1.230205409E-2
2.015351887E2,5.212541670E-3,-1.501162350E-2,-1.000747457E-2
2.015451237E2,5.111402832E-3,-3.784106812E-3,-8.890056983E-3
2.015550587E2,4.659463651E-3,3.297770862E-3,-7.378979586E-3
2.015649947E2,1.129951328E-3,7.316901349E-3,-6.951368880E-3
2.015749297E2,-3.014979884E-4,8.140617050E-3,-1.039989665E-2
2.015848647E2,-3.171135671E-3,7.854820229E-3,-9.843589738E-3
2.015948007E2,-1.877105795E-3,8.078525774E-3,-7.884834893E-3
2.016047357E2,-2.450186759E-3,3.856164869E-3,-8.129469119E-3
2.016146707E2,-5.469946191E-3,-3.024643753E-3,-9.262377396E-3
2.016246067E2,-5.339685827E-3,-1.141298655E-2,-1.333290897E-2
2.016345417E2,-1.136588678E-2,-1.814359426E-2,-1.564080454E-2
2.016444767E2,-1.155481488E-2,-1.890860684E-2,-1.274713315E-2
2.016544127E2,-1.344166324E-2,-1.450506970E-2,-1.209385879E-2
2.016643477E2,-1.264128927E-2,-1.465715747E-2,-1.156489179E-2
2.016742837E2,-1.356354263E-2,-1.427392848E-2,-1.237901859E-2
2.016842187E2,-1.761079580E-2,-1.688062027E-2,-1.142524090E-2
2.016941537E2,-1.695645601E-2,-1.056653075E-2,-9.920821525E-3
2.017040897E2,-1.925943419E-2,1.673991792E-4,-7.184246555E-3
2.017140247E2,-2.080060542E-2,1.445525791E-2,-4.729877226E-3
2.017239597E2,-2.148984745E-2,2.394978702E-2,-1.487268135E-3
2.017338957E2,-2.243793383E-2,3.001247346E-2,1.725036651E-3
2.017438307E2,-2.165519074E-2,2.938292176E-2,1.438629348E-3
2.017537657E2,-2.326294035E-2,2.897252887E-2,2.709489781E-3
2.017637017E2,-2.467792667E-2,3.044502996E-2,1.328987302E-3
2.017736367E2,-2.196389996E-2,2.446809970E-2,8.498847019E-4
2.017835717E2,-2.382814512E-2,2.108953148E-2,-1.752933720E-3
2.017935077E2,-2.337460965E-2,2.416867763E-2,-2.535636770E-3
2.018034427E2,-2.456079423E-2,2.490753308E-2,-3.175649326E-3
2.018133787E2,-2.463163435E-2,2.704418451E-2,-1.943138428E-3
2.018233137E2,-2.377692424E-2,2.871683426E-2,-3.741466207E-3
2.018332487E2,-2.135078423E-2,3.089503385E-2,-4.686089233E-3
2.018431847E2,-2.076100186E-2,3.624144197E-2,-1.879240852E-3
2.018531197E2,-1.734096929E-2,3.704811260E-2,-2.547694370E-3
2.018630547E2,-1.404474955E-2,3.706021234E-2,-5.411766469E-4
2.018729907E2,-1.434861589E-2,3.836382926E-2,5.885360297E-4
2.018829257E2,-1.275101211E-2,4.140531272E-2,7.492990699E-4
2.018928607E2,-1.512921508E-2,4.796840623E-2,-3.188983537E-3
2.019027967E2,-1.679005101E-2,5.671235174E-2,-1.343191834E-3
2.019127317E2,-1.908809319E-2,6.098619848E-2,-4.820747301E-3
2.019226667E2,-2.458585799E-2,5.642623082E-2,-6.632010452E-3
2.019326027E2,-2.907701209E-2,5.645365641E-2,-9.222466499E-3
2.019425377E2,-2.903062105E-2,5.222105607E-2,-6.143402308E-3
2.019524727E2,-3.173559532E-2,4.361664876E-2,-1.021271292E-2
2.019624087E2,-3.143065423E-2,3.616133332E-2,-1.651717722E-2
2.019723437E2,-2.806894854E-2,3.633843362E-2,-1.514138654E-2
2.019822787E2,-2.835387550E-2,3.610948473E-2,-1.930326596E-2
2.019922147E2,-2.432451211E-2,3.084441274E-2,-2.424902096E-2
2.020021497E2,-1.832506619E-2,3.410486132E-2,-2.295809612E-2
2.020120857E2,-1.980578341E-2,3.525933996E-2,-2.387582138E-2
2.020220207E2,-1.578584686E-2,3.374411538E-2,-2.364621684E-2
2.020319557E2,-9.800394066E-3,3.695508838E-2,-2.178147249E-2
2.020418917E2,-9.036364965E-3,4.510028660E-2,-1.996264607E-2
2.020518267E2,-6.144170649E-3,4.827610403E-2,-1.943107694E-2
2.020617617E2,-8.912199177E-3,4.839770496E-2,-2.154247463E-2
2.020716977E2,-8.017909713E-3,4.744269699E-2,-2.082768269E-2
2.020816327E2,-1.109738369E-2,4.724732414E-2,-2.392036840E-2
2.020915677E2,-1.219753642E-2,3.779549897E-2,-2.618272230E-2
2.021015037E2,-1.182817016E-2,3.164954856E-2,-3.145051003E-2
2.021114387E2,-1.372807007E-2,1.756515540E-2,-3.377704695E-2
2.021213737E2,-1.365590841E-2,-3.763774177E-3,-3.398374841E-2
2.021313097E2,-1.150247641E-2,-1.902421936E-2,-3.642799705E-2
2.021412447E2,-1.199644618E-2,-2.530982345E-2,-4.146972671E-2
2.021511807E2,-1.354720443E-2,-3.094667010E-2,-4.025825486E-2
2.021611157E2,-1.715601981E-2,-3.294026479E-2,-4.054787382E-2
2.021710507E2,-2.020454034E-2,-3.261455894E-2,-3.997822478E-2
2.021809867E2,-1.578330807E-2,-3.487468511E-2,-3.953295201E-2
2.021909217E2,-1.725949720E-2,-3.932189941E-2,-3.883493692E-2
2.022008567E2,-1.613776386E-2,-4.946833849E-2,-3.968977183E-2
2.022107927E2,-1.836176962E-2,-4.781052098E-2,-3.943224624E-2
2.022207277E2,-1.303304732E-2,-4.328051582E-2,-3.802501410E-2
2.022306627E2,-1.408366486E-2,-4.198009148E-2,-3.702180088E-2
2.022405987E2,-1.375459693E-2,-3.727424145E-2,-3.692318499E-2
2.022505337E2,-1.241129823E-2,-3.412638605E-2,-3.388371691E-2
2.022604687E2,-1.469245646E-2,-3.392060101E-2,-3.010475263E-2
2.022704047E2,-1.149373408E-2,-3.974093869E-2,-2.776942775E-2
2.022803397E2,-1.353636198E-2,-3.970454261E-2,-2.448516339E-2
